return,parameter1,parameter2
0.002739251,8.1,5.2
0.002764274,8.2,5.2
0.002764274,8.3,5.2
0.00284537,8.4,5.2
0.002885408,8.5,5.2
0.002972515,8.6,5.2
0.003136581,8.7,5.2
0.003390925,8.8,5.2
0.003390925,8.9,5.2
0.003404946,9,5.2
0.003398946,9.1,5.2
0.003532861,9.2,5.2
0.003554958,9.3,5.2
0.003025869,9.4,5.2
0.0030569,9.5,5.2
0.002915829,9.6,5.2
0.001818789,9.7,5.2
0.001935674,9.8,5.2
0.00188212,9.9,5.2
-0.000118924,10,5.2
-0.000720365,10.1,5.2
-0.000665339,10.2,5.2
0.00083813,10.3,5.2
0.00083813,10.4,5.2
-7.18E-05,10.5,5.2
-0.00057253,10.6,5.2
-0.00057253,10.7,5.2
-8.51E-05,10.8,5.2
0,10.9,5.2
0,11,5.2
0,11.1,5.2
0,11.2,5.2
0,11.3,5.2
0,11.4,5.2
0,11.5,5.2
0,11.6,5.2
0,11.7,5.2
0,11.8,5.2
0,11.9,5.2
0,12,5.2
0,12.1,5.2
0,12.2,5.2
0,12.3,5.2
0,12.4,5.2
0,12.5,5.2
0,12.6,5.2
0,12.7,5.2
0,12.8,5.2
0,12.9,5.2
0,13,5.2
0,13.1,5.2
0,13.2,5.2
0,13.3,5.2
0,13.4,5.2
0,13.5,5.2
0,13.6,5.2
0,13.7,5.2
0,13.8,5.2
0,13.9,5.2
0,14,5.2
0,14.1,5.2
0,14.2,5.2
0,14.3,5.2
0,14.4,5.2
0,14.5,5.2
0,14.6,5.2
0,14.7,5.2
0,14.8,5.2
0,14.9,5.2
0,15,5.2
-0.007407565,0.5,5.4
-0.012262971,0.6,5.4
-0.008556803,0.7,5.4
-0.009684731,0.8,5.4
-0.008465389,0.9,5.4
-0.005889283,1,5.4
-0.010311587,1.1,5.4
-0.003841213,1.2,5.4
-0.004289589,1.3,5.4
0.00148678,1.4,5.4
-0.000201639,1.5,5.4
0.002281598,1.6,5.4
0.005005569,1.7,5.4
0.008003976,1.8,5.4
0.006925184,1.9,5.4
0.00944994,2,5.4
0.008257763,2.1,5.4
0.012076026,2.2,5.4
0.001966436,2.3,5.4
0.007353641,2.4,5.4
0.005675032,2.5,5.4
0.005359037,2.6,5.4
0.009005087,2.7,5.4
0.013356317,2.8,5.4
0.017091626,2.9,5.4
0.012597759,3,5.4
0.00870778,3.1,5.4
0.008991476,3.2,5.4
0.005328367,3.3,5.4
0.002588554,3.4,5.4
0.002456433,3.5,5.4
0.002370351,3.6,5.4
0.005118682,3.7,5.4
0.006027995,3.8,5.4
0.000240156,3.9,5.4
-0.000733374,4,5.4
-0.003274824,4.1,5.4
0.00805861,4.2,5.4
0.005843455,4.3,5.4
0.008175621,4.4,5.4
0.009940038,4.5,5.4
0.006041441,4.6,5.4
0.008807166,4.7,5.4
0.009946475,4.8,5.4
0.007392143,4.9,5.4
0.003979708,5,5.4
0.004085864,5.1,5.4
0.001253176,5.2,5.4
0.004244649,5.3,5.4
0.004020856,5.4,5.4
0.004129036,5.5,5.4
0.002018969,5.6,5.4
0.003178049,5.7,5.4
0.003282985,5.8,5.4
0.002359149,5.9,5.4
0.005144412,6,5.4
0.000594198,6.1,5.4
-0.0007766,6.2,5.4
0.002339072,6.3,5.4
0.003272506,6.4,5.4
0.003555727,6.5,5.4
0.002593002,6.6,5.4
0.001448274,6.7,5.4
0.00281324,6.8,5.4
0.00084837,6.9,5.4
-0.000655395,7,5.4
-0.001423114,7.1,5.4
-0.004269009,7.2,5.4
-0.004586435,7.3,5.4
-0.00030127,7.4,5.4
-0.000267179,7.5,5.4
-0.002657704,7.6,5.4
-0.002591703,7.7,5.4
-0.00424226,7.8,5.4
-0.001830762,7.9,5.4
-0.000121273,8,5.4
-0.001200246,8.1,5.4
-0.001722843,8.2,5.4
0.000826504,8.3,5.4
0.001706445,8.4,5.4
0.000132036,8.5,5.4
0.001774498,8.6,5.4
0.001751491,8.7,5.4
0.001301896,8.8,5.4
0.001921575,8.9,5.4
0.001883507,9,5.4
0.002205972,9.1,5.4
0.002261017,9.2,5.4
0.001198662,9.3,5.4
0.002261872,9.4,5.4
0.002273872,9.5,5.4
0.001343035,9.6,5.4
0.001334997,9.7,5.4
0.001453993,9.8,5.4
0.001544077,9.9,5.4
0.002853797,10,5.4
0.000665634,10.1,5.4
0.000657662,10.2,5.4
0.00075173,10.3,5.4
0.000793725,10.4,5.4
0.00111657,10.5,5.4
0.001097542,10.6,5.4
0.001075524,10.7,5.4
-0.00080158,10.8,5.4
0.001196502,10.9,5.4
0.001451907,11,5.4
-0.000458385,11.1,5.4
-0.0010927,11.2,5.4
-0.0010927,11.3,5.4
-0.0010927,11.4,5.4
-0.001203782,11.5,5.4
-0.001319937,11.6,5.4
-0.001319937,11.7,5.4
-0.001319937,11.8,5.4
-0.001319933,11.9,5.4
-0.001181102,12,5.4
-0.001110973,12.1,5.4
0,12.2,5.4
-0.000999891,12.3,5.4
0,12.4,5.4
0,12.5,5.4
0,12.6,5.4
0,12.7,5.4
0,12.8,5.4
0,12.9,5.4
0,13,5.4
0,13.1,5.4
0,13.2,5.4
0,13.3,5.4
0,13.4,5.4
0,13.5,5.4
0,13.6,5.4
0,13.7,5.4
0,13.8,5.4
0,13.9,5.4
0,14,5.4
0,14.1,5.4
0,14.2,5.4
0,14.3,5.4
0,14.4,5.4
0,14.5,5.4
0,14.6,5.4
0,14.7,5.4
0,14.8,5.4
0,14.9,5.4
0,15,5.4
-0.007490773,0.5,5.6
-0.015269768,0.6,5.6
-0.012236032,0.7,5.6
-0.009844645,0.8,5.6
-0.009250013,0.9,5.6
-0.008084735,1,5.6
-0.007157373,1.1,5.6
-0.004250116,1.2,5.6
-0.000597603,1.3,5.6
-0.002653941,1.4,5.6
-0.002151444,1.5,5.6
0.00233677,1.6,5.6
0.004753817,1.7,5.6
0.007175252,1.8,5.6
0.006514851,1.9,5.6
0.008338423,2,5.6
0.010464228,2.1,5.6
0.010694949,2.2,5.6
0.006358696,2.3,5.6
0.007702383,2.4,5.6
0.003645622,2.5,5.6
0.006096289,2.6,5.6
0.005014305,2.7,5.6
0.009175693,2.8,5.6
0.006645204,2.9,5.6
0.006423113,3,5.6
0.005772205,3.1,5.6
0.006638857,3.2,5.6
0.009222833,3.3,5.6
0.006131459,3.4,5.6
0.006065755,3.5,5.6
0.005220249,3.6,5.6
0.002973237,3.7,5.6
0.003018311,3.8,5.6
0.00599393,3.9,5.6
0.004688146,4,5.6
0.004616369,4.1,5.6
0.004135252,4.2,5.6
0.002315815,4.3,5.6
0.00142095,4.4,5.6
0.002712186,4.5,5.6
0.001654988,4.6,5.6
0.002289569,4.7,5.6
0.002819249,4.8,5.6
0.000578083,4.9,5.6
-0.001814492,5,5.6
0.005044196,5.1,5.6
0.003547577,5.2,5.6
0.005500254,5.3,5.6
0.002593009,5.4,5.6
0.006596119,5.5,5.6
0.005421684,5.6,5.6
0.005661098,5.7,5.6
0.005142039,5.8,5.6
0.005550288,5.9,5.6
0.005706526,6,5.6
0.006226104,6.1,5.6
0.007559835,6.2,5.6
0.00333592,6.3,5.6
0.003745586,6.4,5.6
0.003335432,6.5,5.6
0.006960381,6.6,5.6
0.003566102,6.7,5.6
-0.000105194,6.8,5.6
0.002022113,6.9,5.6
0.001471198,7,5.6
-0.000478677,7.1,5.6
-0.000587613,7.2,5.6
-0.000629131,7.3,5.6
0.000578914,7.4,5.6
0.000533934,7.5,5.6
0.000286945,7.6,5.6
0.000622699,7.7,5.6
0.002897588,7.8,5.6
-0.005095678,7.9,5.6
-0.003785496,8,5.6
-0.003782476,8.1,5.6
0.000530906,8.2,5.6
0.000260436,8.3,5.6
0.001663741,8.4,5.6
-0.001211825,8.5,5.6
0.000159256,8.6,5.6
0.00219325,8.7,5.6
0.002258257,8.8,5.6
0.002433223,8.9,5.6
0.002232056,9,5.6
0.002481422,9.1,5.6
0.002583335,9.2,5.6
-0.000108244,9.3,5.6
-5.12E-06,9.4,5.6
-1.51E-05,9.5,5.6
0.001250124,9.6,5.6
0.001241048,9.7,5.6
0.001094852,9.8,5.6
0.00059927,9.9,5.6
0.001171617,10,5.6
0.002439616,10.1,5.6
0.002505638,10.2,5.6
0.001266465,10.3,5.6
-0.000241086,10.4,5.6
8.32E-05,10.5,5.6
0.000176225,10.6,5.6
0.000610808,10.7,5.6
0.000216225,10.8,5.6
0.000649818,10.9,5.6
0.00064781,11,5.6
0.000613778,11.1,5.6
0.000743686,11.2,5.6
0.000335134,11.3,5.6
0.000658966,11.4,5.6
0.001076516,11.5,5.6
0.001110543,11.6,5.6
-0.000847622,11.7,5.6
-0.000763701,11.8,5.6
-0.001434043,11.9,5.6
-0.001403021,12,5.6
-0.001423009,12.1,5.6
-0.001346951,12.2,5.6
-0.001273911,12.3,5.6
-0.001273911,12.4,5.6
-0.001273911,12.5,5.6
-0.001203782,12.6,5.6
-0.001203782,12.7,5.6
-0.001273911,12.8,5.6
-0.001273911,12.9,5.6
-0.001273911,13,5.6
-0.001319937,13.1,5.6
-0.001319933,13.2,5.6
-0.001273911,13.3,5.6
-0.001203782,13.4,5.6
-0.000999891,13.5,5.6
-0.001032683,13.6,5.6
-0.0010927,13.7,5.6
-0.000999891,13.8,5.6
-0.000999891,13.9,5.6
-0.0010927,14,5.6
-0.001032683,14.1,5.6
-0.000939874,14.2,5.6
-0.000999891,14.3,5.6
-0.001032683,14.4,5.6
-0.000627557,14.5,5.6
-0.000627557,14.6,5.6
-0.000627557,14.7,5.6
0,14.8,5.6
0,14.9,5.6
0,15,5.6
-0.007797843,0.5,5.8
-0.014456661,0.6,5.8
-0.010884107,0.7,5.8
-0.013480584,0.8,5.8
-0.008067755,0.9,5.8
-0.008517264,1,5.8
-0.007632625,1.1,5.8
-0.004018317,1.2,5.8
-0.001819821,1.3,5.8
-0.002590591,1.4,5.8
0.001019484,1.5,5.8
-0.000272374,1.6,5.8
0.002242469,1.7,5.8
0.004577581,1.8,5.8
0.001914192,1.9,5.8
0.002119084,2,5.8
0.004060746,2.1,5.8
0.004582874,2.2,5.8
0.006659611,2.3,5.8
0.007991541,2.4,5.8
0.003095957,2.5,5.8
0.007412294,2.6,5.8
0.007949035,2.7,5.8
0.010431373,2.8,5.8
0.00690151,2.9,5.8
0.007086206,3,5.8
0.005572499,3.1,5.8
0.006442237,3.2,5.8
0.008783531,3.3,5.8
0.00633605,3.4,5.8
0.010731674,3.5,5.8
0.009829311,3.6,5.8
0.005695478,3.7,5.8
0.007419335,3.8,5.8
0.009886174,3.9,5.8
0.008840785,4,5.8
0.009047335,4.1,5.8
0.004721918,4.2,5.8
0.004068139,4.3,5.8
0.007053033,4.4,5.8
0.001879856,4.5,5.8
0.002820549,4.6,5.8
0.00216155,4.7,5.8
0.002698458,4.8,5.8
0.002339605,4.9,5.8
0.003014757,5,5.8
0.00168736,5.1,5.8
0.000557404,5.2,5.8
-0.001092738,5.3,5.8
-0.002405554,5.4,5.8
0.003768086,5.5,5.8
-0.001418524,5.6,5.8
0.000951184,5.7,5.8
0.002158395,5.8,5.8
0.000503579,5.9,5.8
0.005948948,6,5.8
0.005234842,6.1,5.8
0.004130533,6.2,5.8
0.006492166,6.3,5.8
0.004121654,6.4,5.8
0.004707931,6.5,5.8
0.006489323,6.6,5.8
0.005497846,6.7,5.8
0.006390646,6.8,5.8
0.006499051,6.9,5.8
0.002339854,7,5.8
0.002919039,7.1,5.8
0.004220442,7.2,5.8
0.002365758,7.3,5.8
-0.001241488,7.4,5.8
0.000887749,7.5,5.8
-0.004649528,7.6,5.8
-0.002782255,7.7,5.8
-0.003677329,7.8,5.8
-0.000768139,7.9,5.8
-0.00082955,8,5.8
-1.21E-05,8.1,5.8
-0.00299616,8.2,5.8
-0.000250671,8.3,5.8
-0.001265623,8.4,5.8
-0.000789202,8.5,5.8
0.000108562,8.6,5.8
0.003780952,8.7,5.8
0.001470836,8.8,5.8
0.000332729,8.9,5.8
-0.000948491,9,5.8
-0.002442105,9.1,5.8
-0.000162763,9.2,5.8
0.001003351,9.3,5.8
-0.000311077,9.4,5.8
0.0027837,9.5,5.8
-0.00034927,9.6,5.8
0.002808685,9.7,5.8
0.003169791,9.8,5.8
0.003103769,9.9,5.8
0.003031827,10,5.8
0.003612288,10.1,5.8
0.002668385,10.2,5.8
0.003182794,10.3,5.8
0.003188685,10.4,5.8
0.002993629,10.5,5.8
0.002186742,10.6,5.8
0.001439137,10.7,5.8
-0.000486697,10.8,5.8
-0.000496801,10.9,5.8
-0.001096389,11,5.8
-0.001258495,11.1,5.8
-0.001248532,11.2,5.8
-0.001159442,11.3,5.8
-0.001234547,11.4,5.8
-0.001200495,11.5,5.8
-0.001017228,11.6,5.8
-0.00110139,11.7,5.8
-0.001081446,11.8,5.8
-0.000876291,11.9,5.8
-0.000815295,12,5.8
-0.000718169,12.1,5.8
-0.000267649,12.2,5.8
-0.001804409,12.3,5.8
-0.001858404,12.4,5.8
-0.002301954,12.5,5.8
-0.001888406,12.6,5.8
-0.001644246,12.7,5.8
-0.001796344,12.8,5.8
-0.00174536,12.9,5.8
-0.001530127,13,5.8
-0.001434064,13.1,5.8
-0.001434064,13.2,5.8
-0.001434064,13.3,5.8
-0.001449063,13.4,5.8
-0.001398015,13.5,5.8
-0.001434043,13.6,5.8
-0.001434064,13.7,5.8
-0.001434064,13.8,5.8
-0.001398015,13.9,5.8
-0.001398015,14,5.8
-0.001434043,14.1,5.8
-0.001403021,14.2,5.8
-0.001346951,14.3,5.8
-0.001346951,14.4,5.8
-0.001370973,14.5,5.8
-0.001319937,14.6,5.8
-0.001319937,14.7,5.8
-0.001319937,14.8,5.8
-0.001319933,14.9,5.8
-0.001181102,15,5.8
-0.009334981,0.5,6
-0.01475111,0.6,6
-0.012743839,0.7,6
-0.010934202,0.8,6
-0.007642392,0.9,6
-0.008447134,1,6
-0.010657768,1.1,6
-0.002821853,1.2,6
-0.001853298,1.3,6
-0.006849007,1.4,6
0.001276303,1.5,6
-5.13E-05,1.6,6
0.003646845,1.7,6
0.002876259,1.8,6
0.002292095,1.9,6
0.000209855,2,6
-0.000132211,2.1,6
0.00140777,2.2,6
0.003134781,2.3,6
0.004896788,2.4,6
0.004654469,2.5,6
0.006184452,2.6,6
0.006641838,2.7,6
0.006587533,2.8,6
0.006935487,2.9,6
0.006684229,3,6
0.005278816,3.1,6
0.006211955,3.2,6
0.004834052,3.3,6
0.008321666,3.4,6
0.006738669,3.5,6
0.006915516,3.6,6
0.008645639,3.7,6
0.006778744,3.8,6
0.009798535,3.9,6
0.009730379,4,6
0.006990155,4.1,6
0.009723644,4.2,6
0.010301601,4.3,6
0.005899857,4.4,6
0.006274573,4.5,6
0.00136126,4.6,6
0.002329745,4.7,6
0.003264185,4.8,6
-0.00058737,4.9,6
0.001789022,5,6
-0.000977713,5.1,6
0.000809682,5.2,6
-0.001613657,5.3,6
0.002506529,5.4,6
0.000292278,5.5,6
0.001109511,5.6,6
-0.001541114,5.7,6
0.001039119,5.8,6
0.002495445,5.9,6
0.004845208,6,6
0.004433672,6.1,6
0.000575445,6.2,6
0.000678469,6.3,6
0.00430358,6.4,6
0.002201746,6.5,6
0.00194754,6.6,6
0.005769185,6.7,6
0.004107712,6.8,6
0.001613679,6.9,6
0.001332857,7,6
0.004915151,7.1,6
0.003338197,7.2,6
0.005504964,7.3,6
0.004901868,7.4,6
0.003204463,7.5,6
0.005964201,7.6,6
0.005071761,7.7,6
0.004508254,7.8,6
0.006838704,7.9,6
0.00148476,8,6
0.004920951,8.1,6
0.005457639,8.2,6
0.004355327,8.3,6
0.004098877,8.4,6
0.006143883,8.5,6
0.007995813,8.6,6
0.007695025,8.7,6
0.003861161,8.8,6
0.000711056,8.9,6
0.00218521,9,6
-0.000241443,9.1,6
-0.00015483,9.2,6
-0.000455172,9.3,6
0.000650694,9.4,6
-0.001708027,9.5,6
-0.001780898,9.6,6
-0.001613912,9.7,6
-0.00074174,9.8,6
-0.000479779,9.9,6
0.000102036,10,6
-0.004078579,10.1,6
0.001120837,10.2,6
0.002566595,10.3,6
0.002792161,10.4,6
0.002140725,10.5,6
0.002235828,10.6,6
0.002127739,10.7,6
0.00375823,10.8,6
0.006734976,10.9,6
0.004860639,11,6
0.006666401,11.1,6
0.007491292,11.2,6
0.007424341,11.3,6
0.007727888,11.4,6
0.004332638,11.5,6
0.004898658,11.6,6
0.004197797,11.7,6
0.003109282,11.8,6
-0.000397359,11.9,6
-9.81E-05,12,6
0.003695718,12.1,6
7.61E-05,12.2,6
0.000164953,12.3,6
-0.004622679,12.4,6
0.000231137,12.5,6
-0.004135208,12.6,6
-0.004131197,12.7,6
-0.003879396,12.8,6
-0.00385732,12.9,6
-0.003896376,13,6
-0.003849343,13.1,6
-0.002529116,13.2,6
-0.002579142,13.3,6
-0.002572133,13.4,6
-0.002525178,13.5,6
-0.0024591,13.6,6
-0.002515133,13.7,6
-0.002496127,13.8,6
-0.002447034,13.9,6
-0.002520093,14,6
-0.002485122,14.1,6
-0.002456026,14.2,6
-0.002376915,14.3,6
-0.002408978,14.4,6
-0.002245959,14.5,6
-0.001728386,14.6,6
-0.001795368,14.7,6
-0.001653281,14.8,6
-0.001734344,14.9,6
-0.001637283,15,6
-0.010756982,0.5,6.2
-0.012675628,0.6,6.2
-0.010727724,0.7,6.2
-0.012023325,0.8,6.2
-0.008695577,0.9,6.2
-0.010773107,1,6.2
-0.007775537,1.1,6.2
-0.00588203,1.2,6.2
-0.006922157,1.3,6.2
-0.008737208,1.4,6.2
-0.000591825,1.5,6.2
-0.003169864,1.6,6.2
-0.000465798,1.7,6.2
0.00243662,1.8,6.2
-7.25E-05,1.9,6.2
-0.001939653,2,6.2
-0.003318813,2.1,6.2
0.003667483,2.2,6.2
0.002758566,2.3,6.2
-0.000233974,2.4,6.2
0.001202108,2.5,6.2
0.001569267,2.6,6.2
0.005559943,2.7,6.2
0.008288534,2.8,6.2
0.011754007,2.9,6.2
0.003340706,3,6.2
0.00663087,3.1,6.2
0.003161824,3.2,6.2
0.004923829,3.3,6.2
0.005070853,3.4,6.2
0.003840886,3.5,6.2
0.00403702,3.6,6.2
0.003657263,3.7,6.2
0.003658364,3.8,6.2
0.007316335,3.9,6.2
0.008223249,4,6.2
0.007701423,4.1,6.2
0.012803657,4.2,6.2
0.008397684,4.3,6.2
0.011334257,4.4,6.2
0.003753099,4.5,6.2
0.007077724,4.6,6.2
0.00750679,4.7,6.2
0.004158247,4.8,6.2
0.006981804,4.9,6.2
0.004358932,5,6.2
0.007473965,5.1,6.2
0.006603114,5.2,6.2
0.007816151,5.3,6.2
0.00449908,5.4,6.2
0.004273521,5.5,6.2
0.002896679,5.6,6.2
0.002297374,5.7,6.2
0.00387215,5.8,6.2
0.000184526,5.9,6.2
0.002937371,6,6.2
0.004186209,6.1,6.2
0.006385573,6.2,6.2
0.000707349,6.3,6.2
0.000701995,6.4,6.2
-0.002483899,6.5,6.2
0.000709487,6.6,6.2
0.000795756,6.7,6.2
-0.003574832,6.8,6.2
-0.00381371,6.9,6.2
-0.000861987,7,6.2
0.000157468,7.1,6.2
0.00285966,7.2,6.2
0.001255074,7.3,6.2
0.001781151,7.4,6.2
0.006098477,7.5,6.2
0.003903198,7.6,6.2
0.002500203,7.7,6.2
0.002616627,7.8,6.2
0.002287925,7.9,6.2
0.00320482,8,6.2
-0.000322542,8.1,6.2
-0.001151893,8.2,6.2
-0.00107912,8.3,6.2
0.000401624,8.4,6.2
-0.001009335,8.5,6.2
-0.001666918,8.6,6.2
-0.001271545,8.7,6.2
0.000586582,8.8,6.2
-0.00048685,8.9,6.2
0.001422843,9,6.2
0.001019504,9.1,6.2
-0.001112363,9.2,6.2
0.002430145,9.3,6.2
-0.001491377,9.4,6.2
0.000425692,9.5,6.2
0.000215472,9.6,6.2
0.002765957,9.7,6.2
0.001539859,9.8,6.2
-0.000447984,9.9,6.2
0.003110824,10,6.2
-0.002898018,10.1,6.2
-0.001207336,10.2,6.2
0.00108733,10.3,6.2
-0.001412792,10.4,6.2
-0.001694533,10.5,6.2
0.000176387,10.6,6.2
-0.003173928,10.7,6.2
-0.002398271,10.8,6.2
-0.004037333,10.9,6.2
-0.001423132,11,6.2
-0.002051848,11.1,6.2
-0.000177662,11.2,6.2
-0.000437099,11.3,6.2
0.000228887,11.4,6.2
0.000310163,11.5,6.2
-0.000294556,11.6,6.2
0.001199284,11.7,6.2
0.004444528,11.8,6.2
0.002566576,11.9,6.2
0.006018806,12,6.2
0.004447781,12.1,6.2
0.005305497,12.2,6.2
0.004603485,12.3,6.2
0.005806999,12.4,6.2
0.004709088,12.5,6.2
0.003853157,12.6,6.2
0.002481414,12.7,6.2
0.002479365,12.8,6.2
-0.000213766,12.9,6.2
-0.000218737,13,6.2
-0.0001956,13.1,6.2
-0.00010354,13.2,6.2
-4.66E-05,13.3,6.2
-0.000160728,13.4,6.2
-0.001950816,13.5,6.2
-0.002084904,13.6,6.2
-0.002155848,13.7,6.2
-0.000661572,13.8,6.2
-0.000759556,13.9,6.2
-0.000732584,14,6.2
-0.00072448,14.1,6.2
0.00156848,14.2,6.2
0.001802707,14.3,6.2
-0.000212625,14.4,6.2
-0.004710062,14.5,6.2
-0.004697124,14.6,6.2
-0.004765067,14.7,6.2
8.56E-05,14.8,6.2
-0.00472103,14.9,6.2
-0.004637136,15,6.2
-0.008580284,0.5,6.4
-0.009136656,0.6,6.4
-0.010038362,0.7,6.4
-0.012816833,0.8,6.4
-0.00969651,0.9,6.4
-0.009449007,1,6.4
-0.012609682,1.1,6.4
-0.007425661,1.2,6.4
-0.007332979,1.3,6.4
-0.009431386,1.4,6.4
-0.006498034,1.5,6.4
-0.001900926,1.6,6.4
0.001853114,1.7,6.4
-0.001240984,1.8,6.4
0.000589272,1.9,6.4
-0.003910252,2,6.4
0.002085574,2.1,6.4
-0.001903435,2.2,6.4
-0.000709418,2.3,6.4
0.002770904,2.4,6.4
0.001232444,2.5,6.4
0.00159653,2.6,6.4
0.004956181,2.7,6.4
0.001722215,2.8,6.4
0.00575135,2.9,6.4
0.006479661,3,6.4
0.006597257,3.1,6.4
0.008403355,3.2,6.4
0.006718935,3.3,6.4
0.00625522,3.4,6.4
0.00303056,3.5,6.4
0.002549857,3.6,6.4
0.002658151,3.7,6.4
0.003905856,3.8,6.4
0.004738271,3.9,6.4
0.006889873,4,6.4
0.005225253,4.1,6.4
0.004875757,4.2,6.4
0.005500081,4.3,6.4
0.007100292,4.4,6.4
0.00311814,4.5,6.4
0.007282557,4.6,6.4
0.001045226,4.7,6.4
0.005834829,4.8,6.4
0.006414939,4.9,6.4
0.00853764,5,6.4
0.010874942,5.1,6.4
0.009503198,5.2,6.4
0.009388735,5.3,6.4
0.009607446,5.4,6.4
0.004756589,5.5,6.4
0.00412595,5.6,6.4
0.004647536,5.7,6.4
0.006730081,5.8,6.4
0.004311861,5.9,6.4
0.006947467,6,6.4
0.006019188,6.1,6.4
0.005339949,6.2,6.4
0.00484338,6.3,6.4
0.004220553,6.4,6.4
0.007656019,6.5,6.4
0.006681148,6.6,6.4
0.005717333,6.7,6.4
0.006228611,6.8,6.4
0.003601264,6.9,6.4
0.001801021,7,6.4
0.003298645,7.1,6.4
0.002820921,7.2,6.4
0.004125058,7.3,6.4
0.005483445,7.4,6.4
0.008956483,7.5,6.4
0.010597378,7.6,6.4
0.008363502,7.7,6.4
0.006827,7.8,6.4
0.006192186,7.9,6.4
0.005462286,8,6.4
0.005157733,8.1,6.4
0.007169263,8.2,6.4
0.003606496,8.3,6.4
0.007207648,8.4,6.4
0.004050773,8.5,6.4
0.005395035,8.6,6.4
0.002194071,8.7,6.4
0.002716515,8.8,6.4
0.000878547,8.9,6.4
0.005831538,9,6.4
0.004799825,9.1,6.4
0.003237221,9.2,6.4
0.003303537,9.3,6.4
0.006457515,9.4,6.4
0.008563185,9.5,6.4
0.004705809,9.6,6.4
0.006419899,9.7,6.4
0.005289105,9.8,6.4
0.003656254,9.9,6.4
0.003633364,10,6.4
0.003190855,10.1,6.4
0.004766328,10.2,6.4
0.00096447,10.3,6.4
0.001206801,10.4,6.4
0.000355713,10.5,6.4
-0.000375214,10.6,6.4
-0.001800867,10.7,6.4
-0.001388835,10.8,6.4
-0.00227015,10.9,6.4
-0.005209451,11,6.4
-0.002336162,11.1,6.4
-0.003702345,11.2,6.4
-0.005212898,11.3,6.4
-0.003998258,11.4,6.4
-0.002924555,11.5,6.4
-0.003170558,11.6,6.4
-0.002909522,11.7,6.4
-0.001899467,11.8,6.4
-0.001591304,11.9,6.4
-0.002397751,12,6.4
-0.001994276,12.1,6.4
-0.00118895,12.2,6.4
-0.00042473,12.3,6.4
-0.002369897,12.4,6.4
-0.002455164,12.5,6.4
-0.004106792,12.6,6.4
0.000768629,12.7,6.4
-0.001779239,12.8,6.4
0.001229917,12.9,6.4
-0.001278656,13,6.4
0.001873025,13.1,6.4
0.000271313,13.2,6.4
0.000467361,13.3,6.4
-0.000184509,13.4,6.4
-0.000803036,13.5,6.4
0.00274097,13.6,6.4
-0.000571457,13.7,6.4
-0.004006687,13.8,6.4
-0.002442501,13.9,6.4
-0.005736555,14,6.4
-0.003126331,14.1,6.4
-0.003083683,14.2,6.4
-0.002227927,14.3,6.4
-0.003911461,14.4,6.4
-0.00254763,14.5,6.4
-0.002372021,14.6,6.4
-0.003281516,14.7,6.4
-0.001814653,14.8,6.4
-0.00404442,14.9,6.4
-0.002577767,15,6.4
-0.005528632,0.5,6.6
-0.008587775,0.6,6.6
-0.009468073,0.7,6.6
-0.013326115,0.8,6.6
-0.013485573,0.9,6.6
-0.010826474,1,6.6
-0.012633985,1.1,6.6
-0.011368176,1.2,6.6
-0.008027018,1.3,6.6
-0.008493111,1.4,6.6
-0.009541585,1.5,6.6
-0.004403247,1.6,6.6
-0.001845686,1.7,6.6
-0.003355309,1.8,6.6
-0.003454166,1.9,6.6
-0.002543405,2,6.6
-0.004779761,2.1,6.6
-0.002089428,2.2,6.6
0.002187532,2.3,6.6
0.001158785,2.4,6.6
0.000498785,2.5,6.6
-0.001487946,2.6,6.6
-0.000509303,2.7,6.6
0.003916031,2.8,6.6
0.005551845,2.9,6.6
0.005542532,3,6.6
0.006374698,3.1,6.6
0.007692471,3.2,6.6
0.005731821,3.3,6.6
0.009898754,3.4,6.6
0.009087145,3.5,6.6
0.007959499,3.6,6.6
0.006897512,3.7,6.6
0.004617555,3.8,6.6
0.001224287,3.9,6.6
0.004735752,4,6.6
0.007768242,4.1,6.6
0.004612493,4.2,6.6
0.003534924,4.3,6.6
0.004836093,4.4,6.6
0.00516767,4.5,6.6
0.005563972,4.6,6.6
0.003157654,4.7,6.6
0.004710263,4.8,6.6
0.003145372,4.9,6.6
0.000501666,5,6.6
0.004244442,5.1,6.6
0.002740523,5.2,6.6
0.004334853,5.3,6.6
0.003867693,5.4,6.6
0.002520588,5.5,6.6
0.004960784,5.6,6.6
0.000514532,5.7,6.6
0.003131087,5.8,6.6
0.000916801,5.9,6.6
0.001758289,6,6.6
-0.002154549,6.1,6.6
-0.000258509,6.2,6.6
0.00081129,6.3,6.6
0.002465206,6.4,6.6
0.001296117,6.5,6.6
0.003456595,6.6,6.6
0.001936322,6.7,6.6
0.003474124,6.8,6.6
0.002160688,6.9,6.6
0.004655151,7,6.6
0.00489146,7.1,6.6
0.002696659,7.2,6.6
0.004822355,7.3,6.6
0.004045751,7.4,6.6
0.003271619,7.5,6.6
0.004973476,7.6,6.6
0.003309936,7.7,6.6
0.002785896,7.8,6.6
0.004985825,7.9,6.6
0.004162387,8,6.6
0.00615509,8.1,6.6
0.005456141,8.2,6.6
0.003022816,8.3,6.6
0.004782659,8.4,6.6
0.006937881,8.5,6.6
0.004947363,8.6,6.6
