return,parameter1,parameter2
-0.010024813,0.5,2.8
-0.006298476,0.6,2.8
0.003619045,0.7,2.8
0.005356617,0.8,2.8
-0.000361667,0.9,2.8
0.005126653,1,2.8
-5.74E-06,1.1,2.8
0.00029801,1.2,2.8
0.00133461,1.3,2.8
0.00161725,1.4,2.8
0.003998981,1.5,2.8
-0.005061901,1.6,2.8
-0.007063763,1.7,2.8
0.00256331,1.8,2.8
0,1.9,2.8
0,2,2.8
0,2.1,2.8
0,2.2,2.8
0,2.3,2.8
0,2.4,2.8
0,2.5,2.8
0,2.6,2.8
0,2.7,2.8
0,2.8,2.8
0,2.9,2.8
0,3,2.8
0,3.1,2.8
0,3.2,2.8
0,3.3,2.8
0,3.4,2.8
0,3.5,2.8
0,3.6,2.8
0,3.7,2.8
0,3.8,2.8
0,3.9,2.8
0,4,2.8
0,4.1,2.8
0,4.2,2.8
0,4.3,2.8
0,4.4,2.8
0,4.5,2.8
0,4.6,2.8
0,4.7,2.8
0,4.8,2.8
0,4.9,2.8
0,5,2.8
0,5.1,2.8
0,5.2,2.8
0,5.3,2.8
0,5.4,2.8
0,5.5,2.8
0,5.6,2.8
0,5.7,2.8
0,5.8,2.8
0,5.9,2.8
0,6,2.8
0,6.1,2.8
0,6.2,2.8
0,6.3,2.8
0,6.4,2.8
0,6.5,2.8
0,6.6,2.8
0,6.7,2.8
0,6.8,2.8
0,6.9,2.8
0,7,2.8
0,7.1,2.8
0,7.2,2.8
0,7.3,2.8
0,7.4,2.8
0,7.5,2.8
0,7.6,2.8
0,7.7,2.8
0,7.8,2.8
0,7.9,2.8
0,8,2.8
0,8.1,2.8
0,8.2,2.8
0,8.3,2.8
0,8.4,2.8
0,8.5,2.8
0,8.6,2.8
0,8.7,2.8
0,8.8,2.8
0,8.9,2.8
0,9,2.8
0,9.1,2.8
0,9.2,2.8
0,9.3,2.8
0,9.4,2.8
0,9.5,2.8
0,9.6,2.8
0,9.7,2.8
0,9.8,2.8
0,9.9,2.8
0,10,2.8
0,10.1,2.8
0,10.2,2.8
0,10.3,2.8
0,10.4,2.8
0,10.5,2.8
0,10.6,2.8
0,10.7,2.8
0,10.8,2.8
0,10.9,2.8
0,11,2.8
0,11.1,2.8
0,11.2,2.8
0,11.3,2.8
0,11.4,2.8
0,11.5,2.8
0,11.6,2.8
0,11.7,2.8
0,11.8,2.8
0,11.9,2.8
0,12,2.8
0,12.1,2.8
0,12.2,2.8
0,12.3,2.8
0,12.4,2.8
0,12.5,2.8
0,12.6,2.8
0,12.7,2.8
0,12.8,2.8
0,12.9,2.8
0,13,2.8
0,13.1,2.8
0,13.2,2.8
0,13.3,2.8
0,13.4,2.8
0,13.5,2.8
0,13.6,2.8
0,13.7,2.8
0,13.8,2.8
0,13.9,2.8
0,14,2.8
0,14.1,2.8
0,14.2,2.8
0,14.3,2.8
0,14.4,2.8
0,14.5,2.8
0,14.6,2.8
0,14.7,2.8
0,14.8,2.8
0,14.9,2.8
0,15,2.8
-0.006302651,0.5,3
-0.012321314,0.6,3
-0.005491477,0.7,3
0.000963788,0.8,3
-0.000958788,0.9,3
0.001537065,1,3
0.005419712,1.1,3
0.008880812,1.2,3
0.00324608,1.3,3
0.004548904,1.4,3
0.006546269,1.5,3
0.007146559,1.6,3
-0.007784195,1.7,3
-0.007519193,1.8,3
0,1.9,3
0,2,3
0,2.1,3
0,2.2,3
0,2.3,3
-0.007517188,2.4,3
0,2.5,3
0,2.6,3
0,2.7,3
0,2.8,3
0,2.9,3
0,3,3
0,3.1,3
0,3.2,3
0,3.3,3
0,3.4,3
0,3.5,3
0,3.6,3
0,3.7,3
0,3.8,3
0,3.9,3
0,4,3
0,4.1,3
0,4.2,3
0,4.3,3
0,4.4,3
0,4.5,3
0,4.6,3
0,4.7,3
0,4.8,3
0,4.9,3
0,5,3
0,5.1,3
0,5.2,3
0,5.3,3
0,5.4,3
0,5.5,3
0,5.6,3
0,5.7,3
0,5.8,3
0,5.9,3
0,6,3
0,6.1,3
0,6.2,3
0,6.3,3
0,6.4,3
0,6.5,3
0,6.6,3
0,6.7,3
0,6.8,3
0,6.9,3
0,7,3
0,7.1,3
0,7.2,3
0,7.3,3
0,7.4,3
0,7.5,3
0,7.6,3
0,7.7,3
0,7.8,3
0,7.9,3
0,8,3
0,8.1,3
0,8.2,3
0,8.3,3
0,8.4,3
0,8.5,3
0,8.6,3
0,8.7,3
0,8.8,3
0,8.9,3
0,9,3
0,9.1,3
0,9.2,3
0,9.3,3
0,9.4,3
0,9.5,3
0,9.6,3
0,9.7,3
0,9.8,3
0,9.9,3
0,10,3
0,10.1,3
0,10.2,3
0,10.3,3
0,10.4,3
0,10.5,3
0,10.6,3
0,10.7,3
0,10.8,3
0,10.9,3
0,11,3
0,11.1,3
0,11.2,3
0,11.3,3
0,11.4,3
0,11.5,3
0,11.6,3
0,11.7,3
0,11.8,3
0,11.9,3
0,12,3
0,12.1,3
0,12.2,3
0,12.3,3
0,12.4,3
0,12.5,3
0,12.6,3
0,12.7,3
0,12.8,3
0,12.9,3
0,13,3
0,13.1,3
0,13.2,3
0,13.3,3
0,13.4,3
0,13.5,3
0,13.6,3
0,13.7,3
0,13.8,3
0,13.9,3
0,14,3
0,14.1,3
0,14.2,3
0,14.3,3
0,14.4,3
0,14.5,3
0,14.6,3
0,14.7,3
0,14.8,3
0,14.9,3
0,15,3
-0.007594783,0.5,3.2
-0.010902356,0.6,3.2
-0.002220731,0.7,3.2
0.002103614,0.8,3.2
0.000245141,0.9,3.2
0.004692247,1,3.2
0.00021213,1.1,3.2
0.005993707,1.2,3.2
0.000882724,1.3,3.2
-0.000608038,1.4,3.2
-0.002789234,1.5,3.2
0.001621169,1.6,3.2
0.002180287,1.7,3.2
0.00012695,1.8,3.2
-0.005903184,1.9,3.2
-0.005904192,2,3.2
-0.007692239,2.1,3.2
-0.005903184,2.2,3.2
-0.007692239,2.3,3.2
-0.007692239,2.4,3.2
-0.007692239,2.5,3.2
-0.007578129,2.6,3.2
-0.007514173,2.7,3.2
-0.00749616,2.8,3.2
0,2.9,3.2
0,3,3.2
0,3.1,3.2
0,3.2,3.2
0,3.3,3.2
0,3.4,3.2
0,3.5,3.2
0,3.6,3.2
0,3.7,3.2
0,3.8,3.2
0,3.9,3.2
0,4,3.2
0,4.1,3.2
0,4.2,3.2
0,4.3,3.2
0,4.4,3.2
0,4.5,3.2
0,4.6,3.2
0,4.7,3.2
0,4.8,3.2
0,4.9,3.2
0,5,3.2
0,5.1,3.2
0,5.2,3.2
0,5.3,3.2
0,5.4,3.2
0,5.5,3.2
0,5.6,3.2
0,5.7,3.2
0,5.8,3.2
0,5.9,3.2
0,6,3.2
0,6.1,3.2
0,6.2,3.2
0,6.3,3.2
0,6.4,3.2
0,6.5,3.2
0,6.6,3.2
0,6.7,3.2
0,6.8,3.2
0,6.9,3.2
0,7,3.2
0,7.1,3.2
0,7.2,3.2
0,7.3,3.2
0,7.4,3.2
0,7.5,3.2
0,7.6,3.2
0,7.7,3.2
0,7.8,3.2
0,7.9,3.2
0,8,3.2
0,8.1,3.2
0,8.2,3.2
0,8.3,3.2
0,8.4,3.2
0,8.5,3.2
0,8.6,3.2
0,8.7,3.2
0,8.8,3.2
0,8.9,3.2
0,9,3.2
0,9.1,3.2
0,9.2,3.2
0,9.3,3.2
0,9.4,3.2
0,9.5,3.2
0,9.6,3.2
0,9.7,3.2
0,9.8,3.2
0,9.9,3.2
0,10,3.2
0,10.1,3.2
0,10.2,3.2
0,10.3,3.2
0,10.4,3.2
0,10.5,3.2
0,10.6,3.2
0,10.7,3.2
0,10.8,3.2
0,10.9,3.2
0,11,3.2
0,11.1,3.2
0,11.2,3.2
0,11.3,3.2
0,11.4,3.2
0,11.5,3.2
0,11.6,3.2
0,11.7,3.2
0,11.8,3.2
0,11.9,3.2
0,12,3.2
0,12.1,3.2
0,12.2,3.2
0,12.3,3.2
0,12.4,3.2
0,12.5,3.2
0,12.6,3.2
0,12.7,3.2
0,12.8,3.2
0,12.9,3.2
0,13,3.2
0,13.1,3.2
0,13.2,3.2
0,13.3,3.2
0,13.4,3.2
0,13.5,3.2
0,13.6,3.2
0,13.7,3.2
0,13.8,3.2
0,13.9,3.2
0,14,3.2
0,14.1,3.2
0,14.2,3.2
0,14.3,3.2
0,14.4,3.2
0,14.5,3.2
0,14.6,3.2
0,14.7,3.2
0,14.8,3.2
0,14.9,3.2
0,15,3.2
-0.004607477,0.5,3.4
-0.007623282,0.6,3.4
0.001067915,0.7,3.4
0.007436575,0.8,3.4
0.005320574,0.9,3.4
0.008957241,1,3.4
0.001142892,1.1,3.4
0.00122047,1.2,3.4
0.008804055,1.3,3.4
0.004319789,1.4,3.4
-0.002882065,1.5,3.4
-0.001548556,1.6,3.4
-0.004386891,1.7,3.4
0.000770014,1.8,3.4
-0.000424541,1.9,3.4
0.002174168,2,3.4
-0.00252568,2.1,3.4
-0.007218104,2.2,3.4
-0.003880268,2.3,3.4
-0.003878314,2.4,3.4
0.001577579,2.5,3.4
0.001966438,2.6,3.4
0.002030394,2.7,3.4
0.002048408,2.8,3.4
0.000141606,2.9,3.4
0.000467862,3,3.4
0.000487928,3.1,3.4
0.000487929,3.2,3.4
0.000532933,3.3,3.4
0.000480933,3.4,3.4
0.000480933,3.5,3.4
0.000534941,3.6,3.4
0,3.7,3.4
0,3.8,3.4
0,3.9,3.4
0,4,3.4
0,4.1,3.4
0,4.2,3.4
0,4.3,3.4
0,4.4,3.4
0,4.5,3.4
0,4.6,3.4
0,4.7,3.4
0,4.8,3.4
0,4.9,3.4
0,5,3.4
0,5.1,3.4
0,5.2,3.4
0,5.3,3.4
0,5.4,3.4
0,5.5,3.4
0,5.6,3.4
0,5.7,3.4
0,5.8,3.4
0,5.9,3.4
0,6,3.4
0,6.1,3.4
0,6.2,3.4
0,6.3,3.4
0,6.4,3.4
0,6.5,3.4
0,6.6,3.4
0,6.7,3.4
0,6.8,3.4
0,6.9,3.4
0,7,3.4
0,7.1,3.4
0,7.2,3.4
0,7.3,3.4
0,7.4,3.4
0,7.5,3.4
0,7.6,3.4
0,7.7,3.4
0,7.8,3.4
0,7.9,3.4
0,8,3.4
0,8.1,3.4
0,8.2,3.4
0,8.3,3.4
0,8.4,3.4
0,8.5,3.4
0,8.6,3.4
0,8.7,3.4
0,8.8,3.4
0,8.9,3.4
0,9,3.4
0,9.1,3.4
0,9.2,3.4
0,9.3,3.4
0,9.4,3.4
0,9.5,3.4
0,9.6,3.4
0,9.7,3.4
0,9.8,3.4
0,9.9,3.4
0,10,3.4
0,10.1,3.4
0,10.2,3.4
0,10.3,3.4
0,10.4,3.4
0,10.5,3.4
0,10.6,3.4
0,10.7,3.4
0,10.8,3.4
0,10.9,3.4
0,11,3.4
0,11.1,3.4
0,11.2,3.4
0,11.3,3.4
0,11.4,3.4
0,11.5,3.4
0,11.6,3.4
0,11.7,3.4
0,11.8,3.4
0,11.9,3.4
0,12,3.4
0,12.1,3.4
0,12.2,3.4
0,12.3,3.4
0,12.4,3.4
0,12.5,3.4
0,12.6,3.4
0,12.7,3.4
0,12.8,3.4
0,12.9,3.4
0,13,3.4
0,13.1,3.4
0,13.2,3.4
0,13.3,3.4
0,13.4,3.4
0,13.5,3.4
0,13.6,3.4
0,13.7,3.4
0,13.8,3.4
0,13.9,3.4
0,14,3.4
0,14.1,3.4
0,14.2,3.4
0,14.3,3.4
0,14.4,3.4
0,14.5,3.4
0,14.6,3.4
0,14.7,3.4
0,14.8,3.4
0,14.9,3.4
0,15,3.4
-0.00859886,0.5,3.6
-0.006279397,0.6,3.6
-0.002336934,0.7,3.6
0.005183375,0.8,3.6
0.006849985,0.9,3.6
0.005899953,1,3.6
-0.000439068,1.1,3.6
-3.64E-05,1.2,3.6
0.007267894,1.3,3.6
0.00581751,1.4,3.6
-0.002416722,1.5,3.6
-0.001726842,1.6,3.6
-0.002660331,1.7,3.6
0.000721027,1.8,3.6
0.000141711,1.9,3.6
0.00698147,2,3.6
0.001370168,2.1,3.6
-0.001615667,2.2,3.6
-0.003907463,2.3,3.6
-0.005029854,2.4,3.6
-0.005533436,2.5,3.6
0.001966438,2.6,3.6
0.001969453,2.7,3.6
0.002050413,2.8,3.6
0.000141606,2.9,3.6
0.000467862,3,3.6
0.002482782,3.1,3.6
0.002482783,3.2,3.6
0.000532933,3.3,3.6
0.000480933,3.4,3.6
0.000480933,3.5,3.6
0.000534941,3.6,3.6
